GeneSymbol,Ensemble,Gene description,0H_sorted.bam,1H_sorted.bam,2H_sorted.bam,4H_sorted.bam,8H_sorted.bam,12H_sorted.bam,24H_sorted.bam
MED4,ENSG00000136146,mediator complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:17903],19.325983,18.329363,21.23537,21.301968,20.206974,21.9274,22.758202
RCBTB1,ENSG00000136144,RCC1 and BTB domain containing protein 1 [Source:HGNC Symbol;Acc:HGNC:18243],21.132935,29.279192,23.329178,32.684593,35.093235,38.768593,46.36974
SUCLA2,ENSG00000136143,succinate-CoA ligase ADP-forming subunit beta [Source:HGNC Symbol;Acc:HGNC:11448],6.0431232,5.2292867,6.591835,5.056531,5.835914,5.574177,5.1632433
LRCH1,ENSG00000136141,leucine rich repeats and calponin homology domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20309],5.76366,6.122186,4.5990396,5.1345754,5.131737,5.5786214,4.7138395
BORA,ENSG00000136122,BORA aurora kinase A activator [Source:HGNC Symbol;Acc:HGNC:24724],3.7609842,4.028568,3.4870248,4.2599177,3.7545874,5.281837,5.041275
THSD1,ENSG00000136114,thrombospondin type 1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:17754],20.353508,18.972614,23.605549,15.087072,18.390123,15.137513,9.755012
TBC1D4,ENSG00000136111,TBC1 domain family member 4 [Source:HGNC Symbol;Acc:HGNC:19165],11.061769,11.252838,10.287084,8.990773,10.701447,10.407909,7.743849
CNMD,ENSG00000136110,chondromodulin [Source:HGNC Symbol;Acc:HGNC:17005],1.6412725,2.3974903,2.2671676,1.9465537,3.2872026,2.5906634,4.7845187
CKAP2,ENSG00000136108,cytoskeleton associated protein 2 [Source:HGNC Symbol;Acc:HGNC:1990],53.867924,40.22895,55.028805,39.85976,42.08364,39.788807,28.711256
RNASEH2B,ENSG00000136104,ribonuclease H2 subunit B [Source:HGNC Symbol;Acc:HGNC:25671],8.047674,8.149325,9.04166,8.977176,9.651926,10.0960655,10.097223
VPS36,ENSG00000136100,vacuolar protein sorting 36 homolog [Source:HGNC Symbol;Acc:HGNC:20312],35.469196,31.405483,36.91403,29.848473,33.096344,31.54157,29.095324
PCDH8,ENSG00000136099,protocadherin 8 [Source:HGNC Symbol;Acc:HGNC:8660],332.69598,280.08353,275.90714,130.84323,62.664837,100.52901,14.593373
NEK3,ENSG00000136098,NIMA related kinase 3 [Source:HGNC Symbol;Acc:HGNC:7746],16.273005,36.322815,14.853544,45.009335,42.805256,55.059853,77.22845
CARS2,ENSG00000134905,"cysteinyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25695]",12.162012,13.759289,10.976162,15.201451,13.215857,14.920393,15.05374
KDELC1,ENSG00000134901,protein O-glucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:19350],12.860642,13.686319,10.510326,15.661313,14.702212,14.349528,13.885338
TPP2,ENSG00000134900,tripeptidyl peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12016],38.14494,41.995018,37.337273,42.693913,43.844162,47.056866,50.49379
ERCC5,ENSG00000134899,"ERCC excision repair 5, endonuclease [Source:HGNC Symbol;Acc:HGNC:3437]",50.51121,52.4,51.04713,53.933876,50.61197,53.293484,55.681072
BIVM,ENSG00000134897,"basic, immunoglobulin-like variable motif containing [Source:HGNC Symbol;Acc:HGNC:16034]",31.828363,34.75739,33.42602,32.689175,28.904385,30.694424,30.405575
ARGLU1,ENSG00000134884,arginine and glutamate rich 1 [Source:HGNC Symbol;Acc:HGNC:25482],74.66465,95.87046,77.34387,95.6639,94.66722,104.73285,108.299774
UBAC2,ENSG00000134882,UBA domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20486],6.7434735,6.7966022,5.580119,6.0546274,5.6880107,6.338924,5.671326
DZIP1,ENSG00000134874,DAZ interacting zinc finger protein 1 [Source:HGNC Symbol;Acc:HGNC:20908],49.953384,50.82483,54.685738,41.965847,43.715218,39.533596,22.881968
CLDN10,ENSG00000134873,claudin 10 [Source:HGNC Symbol;Acc:HGNC:2033],4.1325707,4.389876,6.1003103,3.4766142,3.537975,3.8533504,2.3136566
COL4A2,ENSG00000134871,collagen type IV alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2203],4.0550056,3.4945233,2.2100317,3.0718997,2.2006202,3.0808194,1.5348843
GGACT,ENSG00000134864,gamma-glutamylamine cyclotransferase [Source:HGNC Symbol;Acc:HGNC:25100],0.42112356,0.49212527,0.46537432,0.5618854,0.4702829,0.4254219,0.7071142
STARD13,ENSG00000133121,StAR related lipid transfer domain containing 13 [Source:HGNC Symbol;Acc:HGNC:19164],6.945623,8.381077,6.154692,8.908713,9.76001,10.944172,11.109555
RFC3,ENSG00000133119,replication factor C subunit 3 [Source:HGNC Symbol;Acc:HGNC:9971],1.946259,1.8615328,2.1734324,1.4751153,2.3461,1.6752874,1.5548394
KL,ENSG00000133116,klotho [Source:HGNC Symbol;Acc:HGNC:6344],3.3989663,3.299482,3.0307605,2.8623786,5.0779138,3.1746106,1.4540167
GPALPP1,ENSG00000133114,GPALPP motifs containing 1 [Source:HGNC Symbol;Acc:HGNC:20298],20.772314,21.473633,24.833164,20.694258,23.57536,21.666325,22.598734
TPT1,ENSG00000133112,"tumor protein, translationally-controlled 1 [Source:HGNC Symbol;Acc:HGNC:12022]",331.01266,400.67526,445.87793,404.07602,446.9701,438.2891,477.0477
RFXAP,ENSG00000133111,regulatory factor X associated protein [Source:HGNC Symbol;Acc:HGNC:9988],29.855278,29.566862,28.086756,30.607296,33.045567,33.35492,30.328419
POSTN,ENSG00000133110,periostin [Source:HGNC Symbol;Acc:HGNC:16953],6.9218464,4.6790533,4.744375,4.875311,5.288922,4.1439595,2.76544
TRPC4,ENSG00000133107,transient receptor potential cation channel subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:12336],1.8050387,1.7975396,2.3795125,1.650291,1.8847013,1.5933691,0.7032516
EPSTI1,ENSG00000133106,epithelial stromal interaction 1 [Source:HGNC Symbol;Acc:HGNC:16465],1.2183144,1.8146738,1.1029677,2.1001804,1.9832506,2.3016922,2.4117446
COG6,ENSG00000133103,component of oligomeric golgi complex 6 [Source:HGNC Symbol;Acc:HGNC:18621],15.436749,14.933712,17.003426,13.436785,15.632647,15.250863,14.28003
CCNA1,ENSG00000133101,cyclin A1 [Source:HGNC Symbol;Acc:HGNC:1577],35.767773,26.232794,39.163307,19.492876,27.375854,24.919205,4.725429
DCLK1,ENSG00000133083,doublecortin like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2700],16.762487,15.451779,15.65839,12.524355,13.9138775,12.831107,6.768244
GPR12,ENSG00000132975,G protein-coupled receptor 12 [Source:HGNC Symbol;Acc:HGNC:4466],101.84357,70.391815,99.12202,62.091606,70.17553,65.31899,28.592981
RNF17,ENSG00000132972,ring finger protein 17 [Source:HGNC Symbol;Acc:HGNC:10060],0.12094719,0.23297632,0.3471586,0.24974573,0.10486476,0.06545447,0.020147229
WASF3,ENSG00000132970,WASP family member 3 [Source:HGNC Symbol;Acc:HGNC:12734],19.551071,19.520079,22.781565,19.434093,19.163088,17.712831,14.526107
ALOX5AP,ENSG00000132965,arachidonate 5-lipoxygenase activating protein [Source:HGNC Symbol;Acc:HGNC:436],3.6899645,5.425406,6.580908,6.1978297,7.3618107,8.07983,10.161665
CDK8,ENSG00000132964,cyclin dependent kinase 8 [Source:HGNC Symbol;Acc:HGNC:1779],6.9871306,7.2340345,8.250769,6.878655,8.151975,7.66169,6.2185273
POMP,ENSG00000132963,proteasome maturation protein [Source:HGNC Symbol;Acc:HGNC:20330],39.13175,41.197647,42.31015,38.078,47.62199,44.898643,40.696686
TPTE2,ENSG00000132958,transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 [Source:HGNC Symbol;Acc:HGNC:17299],0.78148323,0.61172205,0.4741419,0.2343138,0.62884486,0.25502208,0.29692394
XPO4,ENSG00000132953,exportin 4 [Source:HGNC Symbol;Acc:HGNC:17796],15.454979,17.31243,15.542305,14.716547,17.726791,18.632015,19.829916
USPL1,ENSG00000132952,ubiquitin specific peptidase like 1 [Source:HGNC Symbol;Acc:HGNC:20294],28.715353,28.275255,30.258823,27.901472,32.319878,31.306608,34.052002
ZMYM5,ENSG00000132950,zinc finger MYM-type containing 5 [Source:HGNC Symbol;Acc:HGNC:13029],20.264887,24.113478,19.664398,23.750023,25.202736,25.872591,32.135494
MTUS2,ENSG00000132938,microtubule associated scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:20595],3.6449826,3.4106257,2.5038478,2.395337,1.5704157,1.9633906,0.60377496
ATP8A2,ENSG00000132932,ATPase phospholipid transporting 8A2 [Source:HGNC Symbol;Acc:HGNC:13533],7.313291,6.5764956,6.4451857,5.596134,5.7157707,5.6699553,2.7569592
CDC16,ENSG00000130177,cell division cycle 16 [Source:HGNC Symbol;Acc:HGNC:1720],46.96461,52.890785,48.820946,54.863636,55.724342,60.606533,64.50154
RNF6,ENSG00000127870,ring finger protein 6 [Source:HGNC Symbol;Acc:HGNC:10069],20.831486,17.465229,23.31946,17.282177,20.185827,17.555424,12.772266
TNFRSF19,ENSG00000127863,TNF receptor superfamily member 19 [Source:HGNC Symbol;Acc:HGNC:11915],1.5510474,1.2539957,1.2232878,1.1041485,0.8954424,1.4092354,0.80504775
PCID2,ENSG00000126226,PCI domain containing 2 [Source:HGNC Symbol;Acc:HGNC:25653],21.426052,23.354656,20.662994,23.75182,21.102154,27.50146,23.413027
F10,ENSG00000126218,coagulation factor X [Source:HGNC Symbol;Acc:HGNC:3528],0.33687678,0.1261777,0.6110576,0.41618416,1.1358746,0.567192,0.3928155
MCF2L,ENSG00000126217,MCF.2 cell line derived transforming sequence like [Source:HGNC Symbol;Acc:HGNC:14576],21.71743,23.292173,18.589058,21.90025,18.376217,22.369514,16.812393
TM9SF2,ENSG00000125304,transmembrane 9 superfamily member 2 [Source:HGNC Symbol;Acc:HGNC:11865],23.900557,22.68389,26.257908,21.539227,26.371258,26.361113,25.313183
SOX21,ENSG00000125285,SRY-box transcription factor 21 [Source:HGNC Symbol;Acc:HGNC:11197],25.197985,27.909344,30.286757,18.010975,23.158236,20.455051,18.888515
EFNB2,ENSG00000125266,ephrin B2 [Source:HGNC Symbol;Acc:HGNC:3227],18.766872,18.543283,22.801369,15.34726,20.507286,17.787268,11.043112
ABCC4,ENSG00000125257,ATP binding cassette subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:55],2.620357,4.021587,3.058711,4.1334033,4.8529334,5.0036693,6.069538
RAP2A,ENSG00000125249,"RAP2A, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9861]",31.064074,29.377008,35.848362,25.188988,29.026634,27.306791,27.11669
TMTC4,ENSG00000125247,transmembrane O-mannosyltransferase targeting cadherins 4 [Source:HGNC Symbol;Acc:HGNC:25904],18.42146,29.446451,18.65119,37.99635,39.451073,46.665657,61.26245
CLYBL,ENSG00000125246,citramalyl-CoA lyase [Source:HGNC Symbol;Acc:HGNC:18355],1.3495555,1.2301685,1.2105228,0.93783784,1.036378,1.0477123,0.69047934
ZC3H13,ENSG00000123200,zinc finger CCCH-type containing 13 [Source:HGNC Symbol;Acc:HGNC:20368],68.28425,82.46649,69.09004,93.54726,92.16029,101.59107,108.09357
ATP7B,ENSG00000123191,ATPase copper transporting beta [Source:HGNC Symbol;Acc:HGNC:870],14.628473,14.580411,8.793006,12.739839,8.692582,14.221298,8.964133
EBPL,ENSG00000123179,EBP like [Source:HGNC Symbol;Acc:HGNC:18061],6.782851,6.965177,8.39544,5.2322803,7.406034,7.0897746,4.654668
SPRYD7,ENSG00000123178,SPRY domain containing 7 [Source:HGNC Symbol;Acc:HGNC:14297],27.533733,24.70349,30.616957,24.818487,26.890339,25.95691,21.861313
UBL3,ENSG00000122042,ubiquitin like 3 [Source:HGNC Symbol;Acc:HGNC:12504],10.31119,11.065485,12.235592,11.323081,13.261489,13.020542,15.414234
RASL11A,ENSG00000122035,RAS like family 11 member A [Source:HGNC Symbol;Acc:HGNC:23802],18.43044,37.410614,32.103523,42.96792,35.361603,63.438225,92.54923
GTF3A,ENSG00000122034,general transcription factor IIIA [Source:HGNC Symbol;Acc:HGNC:4662],83.087906,80.92719,102.54617,71.148254,90.88913,86.43782,77.00828
MTIF3,ENSG00000122033,mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788],42.34397,36.605774,45.781982,48.94076,46.364525,47.303818,48.2052
RPL21,ENSG00000122026,ribosomal protein L21 [Source:HGNC Symbol;Acc:HGNC:10313],142.29984,156.55598,162.366,155.9479,174.08235,192.1232,199.72116
FLT3,ENSG00000122025,fms related receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3765],4.2335,4.2720556,4.0001316,2.639194,3.3177667,2.5042632,1.1502471
GJB6,ENSG00000121742,gap junction protein beta 6 [Source:HGNC Symbol;Acc:HGNC:4288],55.555557,50.761017,78.69687,29.282434,35.001186,28.886633,10.75941
ZMYM2,ENSG00000121741,zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989],42.888256,45.0525,45.417465,44.329815,47.41054,48.742706,49.93984
PSPC1,ENSG00000121390,paraspeckle component 1 [Source:HGNC Symbol;Acc:HGNC:20320],21.668453,22.510868,21.759201,23.065699,22.321993,21.833633,22.85403
EXOSC8,ENSG00000120699,exosome component 8 [Source:HGNC Symbol;Acc:HGNC:17035],34.355034,37.562668,36.630028,41.80223,41.02713,48.877956,57.768063
ALG5,ENSG00000120697,ALG5 dolichyl-phosphate beta-glucosyltransferase [Source:HGNC Symbol;Acc:HGNC:20266],10.569235,12.009607,11.6569605,12.081799,13.742322,14.945958,17.170889
KBTBD7,ENSG00000120696,kelch repeat and BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:25266],170.2577,160.45425,206.90765,144.44543,171.79416,152.57664,163.05995
HSPH1,ENSG00000120694,heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969],187.67099,170.38234,213.22673,139.4359,183.21628,164.80576,106.843704
SMAD9,ENSG00000120693,SMAD family member 9 [Source:HGNC Symbol;Acc:HGNC:6774],6.4133797,7.383994,7.2764726,9.546905,8.967733,9.212724,10.887341
ELF1,ENSG00000120690,E74 like ETS transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3316],15.658176,29.01164,14.02012,31.56631,35.426388,39.047752,44.709263
WBP4,ENSG00000120688,WW domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:12739],38.136723,39.75593,43.537243,39.63578,41.544033,43.891773,46.179726
UFM1,ENSG00000120686,ubiquitin fold modifier 1 [Source:HGNC Symbol;Acc:HGNC:20597],24.834797,21.29648,26.444948,25.191038,29.881063,31.268656,36.325314
PROSER1,ENSG00000120685,proline and serine rich 1 [Source:HGNC Symbol;Acc:HGNC:20291],66.713905,69.82781,53.61216,77.21098,65.84201,78.65118,87.376366
DNAJC15,ENSG00000120675,DnaJ heat shock protein family (Hsp40) member C15 [Source:HGNC Symbol;Acc:HGNC:20325],5.340014,5.8645205,6.222901,5.485414,6.5752892,6.188156,5.867987
SOHLH2,ENSG00000120669,spermatogenesis and oogenesis specific basic helix-loop-helix 2 [Source:HGNC Symbol;Acc:HGNC:26026],0.5606832,0.87232727,0.8936518,1.1509126,0.44499478,0.46292794,0.025145585
MTRF1,ENSG00000120662,mitochondrial translation release factor 1 [Source:HGNC Symbol;Acc:HGNC:7469],7.0961046,7.378527,9.17708,6.924358,7.405076,7.8372393,6.940633
ENOX1,ENSG00000120658,ecto-NOX disulfide-thiol exchanger 1 [Source:HGNC Symbol;Acc:HGNC:25474],1.9044596,2.3065262,1.6863592,2.608125,2.3392317,3.0611472,3.0890465
PCDH17,ENSG00000118946,protocadherin 17 [Source:HGNC Symbol;Acc:HGNC:14267],23.163332,26.925879,24.480108,29.344505,33.66528,30.99691,28.07328
UCHL3,ENSG00000118939,ubiquitin C-terminal hydrolase L3 [Source:HGNC Symbol;Acc:HGNC:12515],12.645691,12.023328,13.037215,12.133292,14.061759,14.070106,13.033803
KLF12,ENSG00000118922,Kruppel like factor 12 [Source:HGNC Symbol;Acc:HGNC:6346],4.828979,4.0986724,4.5521307,3.4547346,3.4061787,2.971264,2.234219
OLFM4,ENSG00000102837,olfactomedin 4 [Source:HGNC Symbol;Acc:HGNC:17190],2.8823402,2.2236226,2.431046,1.1958244,0.5221945,0.81485814,0.60196227
CLN5,ENSG00000102805,CLN5 intracellular trafficking protein [Source:HGNC Symbol;Acc:HGNC:2076],11.936525,17.041803,14.548666,17.91714,18.878374,19.461838,25.176289
TSC22D1,ENSG00000102804,TSC22 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:16826],48.501778,42.209206,46.79965,33.66956,38.00447,38.1427,23.714247
DHRS12,ENSG00000102796,dehydrogenase/reductase 12 [Source:HGNC Symbol;Acc:HGNC:25832],8.9577,8.822722,7.0131493,8.883954,8.423392,9.70547,11.799134
INTS6,ENSG00000102786,integrator complex subunit 6 [Source:HGNC Symbol;Acc:HGNC:14879],17.507086,17.866228,16.783213,17.856539,19.942333,21.489632,21.2405
KATNAL1,ENSG00000102781,katanin catalytic subunit A1 like 1 [Source:HGNC Symbol;Acc:HGNC:28361],16.93639,16.353294,19.939701,15.662636,18.753325,18.52219,16.025673
DGKH,ENSG00000102780,diacylglycerol kinase eta [Source:HGNC Symbol;Acc:HGNC:2854],10.122701,9.122366,10.751667,7.486354,9.579873,8.105708,4.59866
VWA8,ENSG00000102763,von Willebrand factor A domain containing 8 [Source:HGNC Symbol;Acc:HGNC:29071],10.048543,9.732225,10.198122,8.584011,9.709842,9.476629,8.567512
RGCC,ENSG00000102760,regulator of cell cycle [Source:HGNC Symbol;Acc:HGNC:20369],46.38943,65.62102,45.151928,79.20521,75.717,96.77799,110.985794
FLT1,ENSG00000102755,fms related receptor tyrosine kinase 1 [Source:HGNC Symbol;Acc:HGNC:3763],11.950719,13.566916,10.449711,11.352795,11.540214,13.97591,11.552764
KPNA3,ENSG00000102753,karyopherin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6396],22.61067,22.782879,26.4704,22.115362,26.366652,24.85942,22.96807
SLC25A15,ENSG00000102743,solute carrier family 25 member 15 [Source:HGNC Symbol;Acc:HGNC:10985],11.410473,9.165129,12.694455,6.9465213,8.004852,8.546589,8.094415
MRPS31,ENSG00000102738,mitochondrial ribosomal protein S31 [Source:HGNC Symbol;Acc:HGNC:16632],15.3904705,14.968161,17.176144,15.0757675,16.573772,18.112785,16.30957
SUPT20H,ENSG00000102710,"SPT20 homolog, SAGA complex component [Source:HGNC Symbol;Acc:HGNC:20596]",33.80818,38.25624,32.439445,37.281715,40.4116,44.069527,51.336597
PARP4,ENSG00000102699,poly(ADP-ribose) polymerase family member 4 [Source:HGNC Symbol;Acc:HGNC:271],16.875708,25.740017,18.293493,30.94198,33.171555,34.054665,46.452625
FGF9,ENSG00000102678,fibroblast growth factor 9 [Source:HGNC Symbol;Acc:HGNC:3687],12.078753,8.923818,10.238495,7.453703,5.901329,5.3002605,0.985911
ARHGEF7,ENSG00000102606,Rho guanine nucleotide exchange factor 7 [Source:HGNC Symbol;Acc:HGNC:15607],24.103065,25.743448,22.622114,24.339533,23.701708,26.374208,22.195219
UGGT2,ENSG00000102595,UDP-glucose glycoprotein glucosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:15664],14.680254,15.674771,13.205621,13.312357,16.359434,15.474748,16.358774
DNAJC3,ENSG00000102580,DnaJ heat shock protein family (Hsp40) member C3 [Source:HGNC Symbol;Acc:HGNC:9439],9.249045,10.764582,10.538454,10.434761,12.236259,11.422152,12.506478
STK24,ENSG00000102572,serine/threonine kinase 24 [Source:HGNC Symbol;Acc:HGNC:11403],9.009009,8.023927,8.863304,7.1776724,7.0678473,7.067323,4.3741407
KLF5,ENSG00000102554,Kruppel like factor 5 [Source:HGNC Symbol;Acc:HGNC:6349],8.109546,7.568709,7.7351804,5.5184917,5.002536,4.4207177,2.376954
CAB39L,ENSG00000102547,calcium binding protein 39 like [Source:HGNC Symbol;Acc:HGNC:20290],8.67703,9.102751,9.894819,7.93993,8.981788,8.243389,6.6304274
CDADC1,ENSG00000102543,cytidine and dCMP deaminase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20299],12.7301855,10.037694,12.844076,10.566998,11.37618,13.164994,9.853375
FNDC3A,ENSG00000102531,fibronectin type III domain containing 3A [Source:HGNC Symbol;Acc:HGNC:20296],17.137873,17.796432,18.396143,16.839714,19.338995,20.069754,19.624647
TNFSF13B,ENSG00000102524,TNF superfamily member 13b [Source:HGNC Symbol;Acc:HGNC:11929],0.59393835,1.2758764,1.228459,0.7186561,0.8269683,0.7279418,0.8555183
NDFIP2,ENSG00000102471,Nedd4 family interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:18537],17.731348,16.49082,21.847643,14.686183,19.304337,17.959501,14.639422
HTR2A,ENSG00000102468,5-hydroxytryptamine receptor 2A [Source:HGNC Symbol;Acc:HGNC:5293],31.528988,23.509855,30.700994,17.3076,18.26495,17.960396,5.391876
FGF14,ENSG00000102466,fibroblast growth factor 14 [Source:HGNC Symbol;Acc:HGNC:3671],4.4617686,3.626086,3.0375068,2.5994298,2.392042,2.585203,1.1362884
NALCN,ENSG00000102452,"sodium leak channel, non-selective [Source:HGNC Symbol;Acc:HGNC:19082]",16.41979,17.734592,16.800934,17.309626,18.592466,19.71423,20.290722
TGDS,ENSG00000088451,"TDP-glucose 4,6-dehydratase [Source:HGNC Symbol;Acc:HGNC:20324]",15.863716,16.458052,18.223356,16.88687,20.131304,23.446594,24.068295
ANKRD10,ENSG00000088448,ankyrin repeat domain 10 [Source:HGNC Symbol;Acc:HGNC:20265],47.33096,55.36759,41.732964,55.82216,56.32249,59.836708,66.01132
DOCK9,ENSG00000088387,dedicator of cytokinesis 9 [Source:HGNC Symbol;Acc:HGNC:14132],27.193321,34.380653,26.42627,36.89105,35.910522,44.808575,48.145832
SLC15A1,ENSG00000088386,solute carrier family 15 member 1 [Source:HGNC Symbol;Acc:HGNC:10920],0.07259844,0.19578137,0,0.06457646,0.017624594,0.07333944,0.13544558
PDS5B,ENSG00000083642,PDS5 cohesin associated factor B [Source:HGNC Symbol;Acc:HGNC:20418],31.471853,28.61809,34.04781,26.408602,29.546381,29.306692,23.172745
NUFIP1,ENSG00000083635,nuclear FMR1 interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8057],9.2188835,8.613723,9.351455,7.682168,8.555836,9.45378,9.263771
TDRD3,ENSG00000083544,tudor domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20612],8.336058,8.575194,9.555128,9.63842,10.713863,9.814701,10.633802
PIBF1,ENSG00000083535,progesterone immunomodulatory binding factor 1 [Source:HGNC Symbol;Acc:HGNC:23352],4.8137445,4.737658,5.482262,4.3084073,5.5478573,5.1624966,5.4140267
DIS3,ENSG00000083520,"DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease [Source:HGNC Symbol;Acc:HGNC:20604]",85.33814,88.45663,95.62619,87.23231,96.489174,90.42006,96.82026
CPB2,ENSG00000080618,carboxypeptidase B2 [Source:HGNC Symbol;Acc:HGNC:2300],0.038574293,0.34675342,0.07266068,0.085779786,0.18729225,0.17048506,0.44979596
DCT,ENSG00000080166,dopachrome tautomerase [Source:HGNC Symbol;Acc:HGNC:2709],6.694346,5.241904,6.35618,5.0572896,4.1903453,4.653756,2.475057
ATP12A,ENSG00000075673,ATPase H+/K+ transporting non-gastric alpha2 subunit [Source:HGNC Symbol;Acc:HGNC:13816],0.74805975,0.38525698,1.1350977,0.38121912,0.3405096,0.15743646,0.25441378
FRY,ENSG00000073910,FRY microtubule binding protein [Source:HGNC Symbol;Acc:HGNC:20367],19.4978,17.492758,16.854263,15.009032,15.274634,15.373829,9.392122
